"","Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL"
"232","ÁREA DE PROTEÇÃO AMBIENTAL RONCADOR","Species richness",5,5.88888888888889,2.74420997103589,5,11.2674415981349
"233","ÁREA DE PROTEÇÃO AMBIENTAL RONCADOR","Shannon diversity",4.58575641234582,6.34629058682251,2.02261839804396,2.38203137218825,10.3105498014568
"234","ÁREA DE PROTEÇÃO AMBIENTAL RONCADOR","Simpson diversity",4.26315789473684,7.2,2.18448562578341,2.91848684871907,11.4815131512809
"235","ÁREA DE PROTEÇÃO AMBIENTAL ROTA DO SOL","Species richness",20,31.7638888888889,13.3286254501369,20,57.8875147345811
"236","ÁREA DE PROTEÇÃO AMBIENTAL ROTA DO SOL","Shannon diversity",16.9507190824703,27.5919838081569,4.23509629646878,19.2913475960191,35.8926200202946
"237","ÁREA DE PROTEÇÃO AMBIENTAL ROTA DO SOL","Simpson diversity",14.4,23.3333333333333,4.25399607229275,14.9956542412647,31.671012425402
"238","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA","Species richness",117,175.100608473768,17.1091689529106,141.567253520653,208.633963426884
"239","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA","Shannon diversity",13.2189746294271,13.9083280347903,0.649886706847861,12.6345734953372,15.1820825742435
"240","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA","Simpson diversity",5.94130582523454,5.95699630526872,0.223894233739268,5.51817167079356,6.39582093974387
"241","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MERUOCA","Species richness",15,18.5076923076923,8.53067857979024,15,35.2275150877685
"242","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MERUOCA","Shannon diversity",11.0898990993642,14.3991724645637,2.54957314827213,9.40210091799992,19.3962440111275
"243","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MERUOCA","Simpson diversity",8.49720670391062,10.5857142857143,2.34352742587962,5.99248493420838,15.1789436372202
