"","Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL"
"945","REFÚGIO DE VIDA SILVESTRE ESTADUAL MACAÚBAS","Simpson diversity",5,Inf,NA,NA,NA
"946","REFÚGIO DE VIDA SILVESTRE MATA DE MUSSAÍBA","Species richness",7,22.75,7.81478124942925,7.43331020405975,38.0666897959402
"947","REFÚGIO DE VIDA SILVESTRE MATA DE MUSSAÍBA","Shannon diversity",6.72717132202972,23.7925897069805,10.3705979957068,3.466591137252,44.118588276709
"948","REFÚGIO DE VIDA SILVESTRE MATA DE MUSSAÍBA","Simpson diversity",6.4,28,NA,NA,NA
"949","REFÚGIO DE VIDA SILVESTRE MATA DE TAPACURÁ","Species richness",2,2.5,0.703239258393226,2,3.87832361896538
"950","REFÚGIO DE VIDA SILVESTRE MATA DE TAPACURÁ","Shannon diversity",2,3.37500000000171,1.11346215912341,1.19265426997162,5.5573457300318
"951","REFÚGIO DE VIDA SILVESTRE MATA DE TAPACURÁ","Simpson diversity",2,Inf,NA,NA,NA
"952","REFÚGIO DE VIDA SILVESTRE MATA DO BITURY","Species richness",5,5.45833333333333,1.87035199474463,5,9.12415588144546
"953","REFÚGIO DE VIDA SILVESTRE MATA DO BITURY","Shannon diversity",4.68995460446875,5.79331152474565,1.16810804872018,3.50386181920275,8.08276123028855
"954","REFÚGIO DE VIDA SILVESTRE MATA DO BITURY","Simpson diversity",4.5,6.59999999999998,1.38057119784044,3.8941301741394,9.30586982586057
"955","REFÚGIO DE VIDA SILVESTRE MATA DO CURADO","Species richness",39,78.6153846153846,28.8563305462294,39,135.172753211977
"956","REFÚGIO DE VIDA SILVESTRE MATA DO CURADO","Shannon diversity",26.7817707362976,39.1215792528595,6.130475164277,27.1060687227593,51.1370897829596
"957","REFÚGIO DE VIDA SILVESTRE MATA DO CURADO","Simpson diversity",18.8432055749129,22.7914893617021,3.72237736002286,15.49576379919,30.0872149242142
"958","REFÚGIO DE VIDA SILVESTRE MATA DO ENGENHO TAPACURÁ","Species richness",4,4.83333333333333,2.10142965471484,4,8.95205977261886
"959","REFÚGIO DE VIDA SILVESTRE MATA DO ENGENHO TAPACURÁ","Shannon diversity",3.77976314968462,5.60453182414359,2.23659272829324,1.22089062860465,9.98817301968252
"960","REFÚGIO DE VIDA SILVESTRE MATA DO ENGENHO TAPACURÁ","Simpson diversity",3.6,7.5,2.93258398518066,1.75224100740695,13.247758992593
"961","REFÚGIO DE VIDA SILVESTRE MATA DO ENGENHO UCHÔA","Species richness",6,7.84615384615385,2.78450248110865,6,13.3036784239892
"962","REFÚGIO DE VIDA SILVESTRE MATA DO ENGENHO UCHÔA","Shannon diversity",5.46155523828866,7.38121954193162,2.02859330206245,3.40524973061003,11.3571893532532
"963","REFÚGIO DE VIDA SILVESTRE MATA DO ENGENHO UCHÔA","Simpson diversity",5.12121212121212,7.79999999999999,2.34159510552858,3.2105579267887,12.3894420732113
"964","REFÚGIO DE VIDA SILVESTRE MATA DO JUNCO","Species richness",16,24.0429292929293,11.0390454116815,16,45.6790607235271
"965","REFÚGIO DE VIDA SILVESTRE MATA DO JUNCO","Shannon diversity",8.38849544510885,10.1911564223503,1.56927710074815,7.11542982312045,13.2668830215801
"966","REFÚGIO DE VIDA SILVESTRE MATA DO JUNCO","Simpson diversity",5.17339667458432,5.52835051546392,1.04293714144665,3.48423128008934,7.57246975083851
"967","REFÚGIO DE VIDA SILVESTRE MATAS DE ÁGUA AZUL","Species richness",4,4.14285714285714,1.75039221684784,4,7.57356284669813
"968","REFÚGIO DE VIDA SILVESTRE MATAS DE ÁGUA AZUL","Shannon diversity",3.86431329785834,5.00859368775952,1.64293779941578,1.7884947720651,8.22869260345394
"969","REFÚGIO DE VIDA SILVESTRE MATAS DE ÁGUA AZUL","Simpson diversity",3.76923076923077,7,2.13685282108783,2.81184543040505,11.188154569595
"970","REFÚGIO DE VIDA SILVESTRE METRÓPOLE DA AMAZÔNIA","Species richness",4,6.8125,1.79653097689382,4,10.3336360118225
"971","REFÚGIO DE VIDA SILVESTRE METRÓPOLE DA AMAZÔNIA","Shannon diversity",1.99086132017245,2.47204687721527,0.619952102941277,1.2569630833105,3.68713067112004
"972","REFÚGIO DE VIDA SILVESTRE METRÓPOLE DA AMAZÔNIA","Simpson diversity",1.48837209302326,1.53846153846154,0.375569056383924,0.802359714241354,2.27456336268172
"973","REFÚGIO DE VIDA SILVESTRE SERRAS CAATINGUEIRAS","Species richness",3,3,0,3,3
"974","REFÚGIO DE VIDA SILVESTRE SERRAS CAATINGUEIRAS","Shannon diversity",2.69109736803308,2.81563744434291,0.205051994654278,2.41374291986242,3.21753196882339
"975","REFÚGIO DE VIDA SILVESTRE SERRAS CAATINGUEIRAS","Simpson diversity",2.5311004784689,2.72043010752688,0.288313181011589,2.15534665647599,3.28551355857777
"976","REFÚGIO DE VIDA SILVESTRE TATU-BOLA","Species richness",2,2.33333333333333,1.14775924770164,2,4.58290012175133
"977","REFÚGIO DE VIDA SILVESTRE TATU-BOLA","Shannon diversity",1.88988157484231,2.51984209978993,1.76465032556417,0,5.97849318320258
"978","REFÚGIO DE VIDA SILVESTRE TATU-BOLA","Simpson diversity",1.8,3,NA,NA,NA
"979","RESERVA BIOLÓGICA CULUENE","Species richness",7,9.14772727272727,3.36511221833477,7,15.7432260245991
"980","RESERVA BIOLÓGICA CULUENE","Shannon diversity",4.5449400474107,5.64393199017098,1.29792103732045,3.10005350224604,8.18781047809592
"981","RESERVA BIOLÓGICA CULUENE","Simpson diversity",3.27027027027027,3.66666666666667,1.16133497153622,1.39049194846884,5.94284138486451
"982","RESERVA BIOLÓGICA DA CONTAGEM","Species richness",93,125.3395954208,16.2755130665534,93.440175980444,157.239014861156
"983","RESERVA BIOLÓGICA DA CONTAGEM","Shannon diversity",7.19065203016454,7.29045130157809,0.15750775856386,6.98174176750729,7.59916083564888
"984","RESERVA BIOLÓGICA DA CONTAGEM","Simpson diversity",4.10797738474941,4.11056824931184,0.0667460763593381,3.97974834353818,4.2413881550855
"985","RESERVA BIOLÓGICA DA SERRA GERAL","Species richness",3,4.5,1.99744786660328,3,8.41492587953879
"986","RESERVA BIOLÓGICA DA SERRA GERAL","Shannon diversity",2.82842712474619,4.89130913071361,3.0053966647121,0,10.7817783528061
"987","RESERVA BIOLÓGICA DA SERRA GERAL","Simpson diversity",2.66666666666667,6,NA,NA,NA
"988","RESERVA BIOLÓGICA DAS PEROBAS","Species richness",16,28.3922413793103,13.2696373262658,16,54.4002526266997
"989","RESERVA BIOLÓGICA DAS PEROBAS","Shannon diversity",9.42312958621639,10.5669214356554,1.28625030558717,8.0459171616009,13.0879257097099
"990","RESERVA BIOLÓGICA DAS PEROBAS","Simpson diversity",7.27351351351351,7.69319492502885,0.821254791399314,6.08356511175524,9.30282473830246
"991","RESERVA BIOLÓGICA DE SALTINHO","Species richness",14,32.9803921568627,24.5930306463252,14,81.18184649435
"992","RESERVA BIOLÓGICA DE SALTINHO","Shannon diversity",13.3107657499882,35.9062566160854,23.7752059396041,0,82.5048039827322
