ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Código WDPA
271;0000.00.0271;;FLORESTA NACIONAL DO AMANA;Federal;Floresta;Category VI;AM, PA;2006;2016;Decreto S/N de 13/02/2006;Ampliação: Decreto S/N de 11/05/2016;ITAITUBA (PA) - JACAREACANGA (PA) - MAUÉS (AM);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;682.677;682.677;540.417;;682.677;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;351817
284;0000.00.0284;;PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS;Federal;Parque;Category II;AM, MT, RO;2006;2012;Decreto S/N de 21/06/2006;Revisão dos limites: Medida provisória Nº 542 de 12/08/2011 - Revisão dos limites: Medida provisória Nº 558 de 05/01/2012 - Revisão dos limites: Lei ordinária Nº 12.678 de 25/06/2012;COLNIZA (MT) - MACHADINHO D'OESTE (RO) - MANICORÉ (AM) - NOVO ARIPUANÃ (AM);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;961.317;961.317;873.570;;961.317;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;Amazônia Meridional;351833
1.130;0000.00.1130;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS ANTAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RO;1999;1999;Portaria 61-N de 16/07/1999;Sem informação.: Sem informação.;TEIXEIRÓPOLIS (RO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;62;62;66;;62;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;555682812
1.227;0000.00.1227;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA JOSÉ GIMENES SOARES;Federal;Reserva Particular do Patrimônio Natural;Category IV;MT;2002;2002;Portaria 108/2002 de 08/08/2002;Sem informação.: Sem informação.;NOVA CANAÃ DO NORTE (MT);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;195;195;200;;195;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;555682762
1.440;0000.00.1440;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERINGAL TRIUNFO;Federal;Reserva Particular do Patrimônio Natural;Category IV;AP;1998;1998;Portaria 89-N de 01/07/1998;Sem informação.: Sem informação.;FERREIRA GOMES (AP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;9.996;9.996;9.996;;9.996;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;555682578
1.455;0000.00.1455;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SOL NASCENTE;Federal;Reserva Particular do Patrimônio Natural;Category IV;AM;2001;2001;Portaria 75 de 23/05/2001;Sem informação.: Sem informação.;PRESIDENTE FIGUEIREDO (AM);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;19;19;20;;19;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;555682667
1.518;0000.00.1518;;RESERVA EXTRATIVISTA DO RIO CAJARI;Federal;Reserva Extrativista;Category VI;AP;1990;1997;Decreto Nº 99.145 de 12/03/1990;Ampliação: Decreto S/N de 30/09/1997;LARANJAL DO JARI (AP) - MAZAGÃO (AP) - VITÓRIA DO JARI (AP);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;532.397;532.397;481.650;;532.397;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;1;1;Programa ARPA;;Estuário do Amazonas e seus Manguezais (Regional);;31776
1.633;0000.00.1633;;PARQUE NACIONAL MAPINGUARI;Federal;Parque;Category II;AM, RO;2008;2012;Decreto S/N de 05/06/2008;Ampliação: Lei ordinária 12.249 de 11/06/2010 - Revisão dos limites: Lei ordinária 12678 de 25/06/2012;CANUTAMA (AM) - LÁBREA (AM) - PORTO VELHO (RO);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1.776.939;1.776.939;1.572.422;;1.776.939;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;478431
2.131;0000.00.2131;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LOTE CRISTALINO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MT;1997;1997;Portaria 28/N de 11/04/1997;Sem informação.: Sem informação.;ALTA FLORESTA (MT);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;604;604;670;;604;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;555682768
758;0000.11.0758;;"FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA ""B""";Estadual;Floresta;Category VI;RO;1996;1996;Decreto 7600 de 08/10/1996;Revisão dos limites: Decreto 3611 de 11/10/1996;PORTO VELHO (RO);Não;Não;SECRETARIA DE ESTADO DO DESENVOLVIMENTO AMBIENTAL DE RONDÔNIA - RO;1;47.356;47.356;51.856;;47.356;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;41089
764;0000.11.0764;;ESTAÇÃO ECOLÓGICA SAMUEL;Estadual;Estação Ecológica;Category Ia;RO;1989;1997;Decreto 4227 de 13/07/1989;Revisão dos limites: Decreto 763 de 29/12/1997;CANDEIAS DO JAMARI (RO);Sim;Não;SECRETARIA DE ESTADO DO DESENVOLVIMENTO AMBIENTAL DE RONDÔNIA - RO;1;68.993;68.993;28.500;;68.993;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;33608
765;0000.11.0765;;PARQUE ESTADUAL DE GUAJARÁ-MIRIM;Estadual;Parque;Category II;RO;1990;2002;Decreto 4575 de 23/03/1990;Revisão dos limites: Decreto 700 de 27/12/1996 - Revisão dos limites: Lei complementar LEI Nº 1146 de 12/12/2002;GUAJARÁ-MIRIM (RO) - NOVA MAMORÉ (RO);Sim;Sim;SECRETARIA DE ESTADO DO DESENVOLVIMENTO AMBIENTAL DE RONDÔNIA - RO;1;221.173;221.173;258.813;;221.173;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;33612
768;0000.11.0768;;ESTAÇÃO ECOLÓGICA SERRA DOS TRÊS IRMÃOS;Estadual;Estação Ecológica;Category Ia;RO;1990;2010;Decreto 4584 de 28/03/1990;Redução: Lei complementar 581 de 30/06/2010;PORTO VELHO (RO);Não;Não;SECRETARIA DE ESTADO DO DESENVOLVIMENTO AMBIENTAL DE RONDÔNIA - RO;1;88.960;88.960;99.813;;88.960;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;33609
776;0000.11.0776;;RESERVA EXTRATIVISTA JACI-PARANÁ;Estadual;Reserva Extrativista;Category VI;RO;1996;2011;Decreto 7335 de 17/01/1996;Revisão dos limites: Lei complementar 633 de 13/09/2011;BURITIS (RO) - NOVA MAMORÉ (RO) - PORTO VELHO (RO);Não;Não;SECRETARIA DE ESTADO DO DESENVOLVIMENTO AMBIENTAL DE RONDÔNIA - RO;1;197.094;197.094;205.000;;197.094;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;352159
1.495;0000.11.1495;;PARQUE ESTADUAL DE CORUMBIARA;Estadual;Parque;Category II;RO;1990;2002;Decreto 4576 de 23/03/1990;Redução: Lei complementar 692 de 27/12/1996 - Redução: Lei complementar 1171 de 31/12/2002;ALTO ALEGRE DOS PARECIS (RO) - CEREJEIRAS (RO) - PIMENTEIRAS DO OESTE (RO);Sim;Sim;SECRETARIA DE ESTADO DO DESENVOLVIMENTO AMBIENTAL DE RONDÔNIA - RO;1;380.079;380.079;586.031;;380.079;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;33613
4.441;0000.11.4441;;FLORESTA ESTADUAL DO RIO PARDO;Estadual;Floresta;Category VI;RO;2010;2018;Lei complementar 581/2010 de 30/06/2010;Revisão dos limites: Decreto 22.681/2018 de 20/03/2018;PORTO VELHO (RO);Não;Não;SECRETARIA DE ESTADO DO DESENVOLVIMENTO AMBIENTAL DE RONDÔNIA - RO;1;30.834;30.834;144.417;;30.834;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;555783637
4.444;0000.11.4444;;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO PARDO;Estadual;Área de Proteção Ambiental;Category V;RO;2010;2018;Lei complementar 581/2010 de 30/06/2010;Revisão dos limites: Decreto 22.680/2018 de 20/03/2018;PORTO VELHO (RO);Não;Não;SECRETARIA DE ESTADO DO DESENVOLVIMENTO AMBIENTAL DE RONDÔNIA - RO;1;113.814;113.814;144.417;;113.814;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;555783613
993;0000.13.0993;;ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA;Estadual;Área de Proteção Ambiental;Category V;AM;1990;1994;Decreto 12836 de 07/03/1990;Revisão dos limites: Decreto 16364 de 07/12/1994;MANAUS (AM);Sim;Sim;SECRETARIA DE ESTADO DO MEIO AMBIENTE DO AMAZONAS - AM;1;408.561;408.561;374.700;;408.561;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;33522
994;0000.13.0994;;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES;Estadual;Área de Proteção Ambiental;Category V;AM;1995;2008;Decreto 16.498 de 02/04/1995;Revisão dos limites: Lei complementar 3355 de 26/12/2008;IRANDUBA (AM) - MANACAPURU (AM) - NOVO AIRÃO (AM);Não;Não;SECRETARIA DE ESTADO DO MEIO AMBIENTE DO AMAZONAS - AM;1;461.739;461.739;554.334;;461.739;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;Rio Negro;Baixo Rio Negro;352147
995;0000.13.0995;;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA;Estadual;Área de Proteção Ambiental;Category V;AM;1995;2001;Decreto 16498 de 02/04/1995;Revisão dos limites: Lei complementar 2646 de 22/05/2001;MANAUS (AM) - NOVO AIRÃO (AM);Não;Não;SECRETARIA DE ESTADO DO MEIO AMBIENTE DO AMAZONAS - AM;1;55.937;55.937;740.757;;55.937;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;Rio Negro;Baixo Rio Negro;352145
996;0000.13.0996;;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO;Estadual;Área de Proteção Ambiental;Category V;AM;1995;2001;Decreto 16498 de 02/04/1995;Revisão dos limites: Lei complementar 2646 de 22/05/2001;MANAUS (AM);Não;Não;SECRETARIA DE ESTADO DO MEIO AMBIENTE DO AMAZONAS - AM;1;568.331;568.331;740.757;;568.331;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;Rio Negro;Baixo Rio Negro;352144
1.006;0000.13.1006;;PARQUE ESTADUAL RIO NEGRO SETOR SUL;Estadual;Parque;Category II;AM;1995;2001;Decreto 16497 de 02/04/1995;Revisão dos limites: Lei complementar 2646 de 22/05/2001;NOVO AIRÃO (AM);Não;Sim;SECRETARIA DE ESTADO DO MEIO AMBIENTE DO AMAZONAS - AM;1;77.951;77.951;257.422;;77.951;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;Rio Negro;Baixo Rio Negro;352146
1.007;0000.13.1007;;PARQUE ESTADUAL RIO NEGRO SETOR NORTE;Estadual;Parque;Category II;AM;1995;2001;Decreto 16497 de 02/04/1995;Revisão dos limites: Lei complementar 2646 de 22/05/2001;NOVO AIRÃO (AM);Sim;Sim;SECRETARIA DE ESTADO DO MEIO AMBIENTE DO AMAZONAS - AM;1;148.118;148.118;178.620;;148.118;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;Rio Negro;Baixo Rio Negro;352149
1.506;0000.13.1506;;RESERVA EXTRATIVISTA DO RIO GREGÓRIO;Estadual;Reserva Extrativista;Category VI;AM;2007;2016;Decreto 26586 de 25/04/2007;Ampliação: Lei ordinária 4313/2016 de 11/03/2016;EIRUNEPÉ (AM) - IPIXUNA (AM);Sim;Sim;SECRETARIA DE ESTADO DO MEIO AMBIENTE DO AMAZONAS - AM;1;424.730;424.730;305.268;;424.730;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;Programa ARPA;;;;555682412
4.382;0000.14.4382;;PARQUE ESTADUAL DAS NASCENTES;Estadual;Parque;Category II;RR;2022;2023;Lei ordinária 1704 de 15/07/2022;Retificação: Decreto legislativo 1889 de 06/12/2023;RORAINÓPOLIS (RR);Não;Não;FUNDAÇÃO ESTADUAL DO MEIO AMBIENTE E RECURSOS HÍDRICOS DE RORAIMA - RR;1;244.223;244.223;323.060;;244.223;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;555758989
4.914;0000.14.4914;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CAMPINA;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;RR;2022;2023;Lei ordinária 1704 de 15/07/2022;Retificação: Decreto legislativo 1889 de 06/12/2023;RORAINÓPOLIS (RR);Não;Não;FUNDAÇÃO ESTADUAL DO MEIO AMBIENTE E RECURSOS HÍDRICOS DE RORAIMA - RR;1;220.688;220.688;179.943;;220.688;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;555759050
1.022;0000.15.1022;;PARQUE ESTADUAL DO UTINGA;Estadual;Parque;Category II;PA;1993;2011;Decreto 1552 de 03/05/1993;Recategorização: Decreto 31268 de 02/10/2008 - Revisão dos limites: Decreto 265/2011 de 30/11/2011;SÃO GERALDO DO ARAGUAIA (PA);Sim;Sim;INSTITUTO DE DESENVOLVIMENTO FLORESTAL E DA BIODIVERSIDADE DO PARÁ - PA;1;1.398;1.398;1.206;;1.398;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;478590
1.025;0000.15.1025;;ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO METROLPOLITANA DE BELÉM;Estadual;Área de Proteção Ambiental;Category V;PA;1993;2011;Decreto 1.551 de 03/05/1993;Recategorização: Decreto 31268 de 02/10/2008 - Revisão dos limites: Decreto 265/2011 de 30/11/2011;ANANINDEUA (PA) - BELÉM (PA);Não;Sim;INSTITUTO DE DESENVOLVIMENTO FLORESTAL E DA BIODIVERSIDADE DO PARÁ - PA;1;5.647;5.647;7.226;;5.647;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;1;1;;;;;555600216
1.028;0000.15.1028;;ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA;Estadual;Área de Proteção Ambiental;Category V;PA;2001;2013;Lei ordinária 6.426 de 17/12/2001;Revisão dos limites: Lei ordinária 7.692 de 03/01/2013;MONTE ALEGRE (PA);Não;Sim;INSTITUTO DE DESENVOLVIMENTO FLORESTAL E DA BIODIVERSIDADE DO PARÁ - PA;1;57.418;57.418;56.129;;57.418;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;352220
1.032;0000.15.1032;;PARQUE ESTADUAL DE MONTE ALEGRE;Estadual;Parque;Category II;PA;2001;2013;Lei ordinária 6.412 de 09/11/2001;Revisão dos limites: Lei ordinária 7.692 de 03/01/2013;MONTE ALEGRE (PA);Sim;Sim;INSTITUTO DE DESENVOLVIMENTO FLORESTAL E DA BIODIVERSIDADE DO PARÁ - PA;1;3.615;3.615;5.800;;3.615;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;352219
1.035;0000.15.1035;;FLORESTA ESTADUAL DE FARO;Estadual;Floresta;Category VI;PA;2006;2011;Decreto 2605 de 04/12/2006;Revisão dos limites: Decreto 201 de 16/09/2011;FARO (PA) - ORIXIMINÁ (PA);Sim;Sim;INSTITUTO DE DESENVOLVIMENTO FLORESTAL E DA BIODIVERSIDADE DO PARÁ - PA;1;614.015;614.015;635.935;;614.015;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;352199
1.038;0000.15.1038;;FLORESTA ESTADUAL DO PARU;Estadual;Floresta;Category VI;PA;2006;2024;Decreto 2.608 de 04/12/2006;Redução: Decreto 4219 de 28/09/2024;ALENQUER (PA) - ALMEIRIM (PA) - MONTE ALEGRE (PA) - ÓBIDOS (PA);Sim;Sim;INSTITUTO DE DESENVOLVIMENTO FLORESTAL E DA BIODIVERSIDADE DO PARÁ - PA;1;3.050.939;3.050.939;3.612.914;;3.050.939;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;352200
1.882;0000.21.1882;;PARQUE ESTADUAL DO BACANGA;Estadual;Parque;Category II;MA;1980;2016;Decreto 7.545 de 07/03/1980;Revisão dos limites: Decreto 9550 de 10/04/1984 - Redução: Lei ordinária 7.712 de 14/12/2001 - Revisão dos limites: Outros 32022008 de 20/09/2016;SÃO LUÍS (MA);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;3.165;3.165;3.075;;3.165;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;1;1;;;;;19450
1.891;0000.21.1891;;PARQUE ESTADUAL DO SÍTIO DO RANGEDOR;Estadual;Parque;Category II;MA;2005;2016;Decreto 21.797 de 15/12/2005;Revisão dos limites: Decreto 23.303 de 07/08/2007 - Revisão dos limites: Lei ordinária 9.864 de 04/07/2013 - Recategorização: Lei ordinária 10.455 de 16/05/2016;SÃO LUÍS (MA);Sim;Sim;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;121;121;126;;121;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;1;1;;;;;555576407
451;0000.51.0451;;ESTAÇÃO ECOLÓGICA DO RIO RONURO;Estadual;Estação Ecológica;Category Ia;MT;1998;2005;Decreto 2.207 de 23/04/1998;Redução: Lei ordinária 8.325 de 20/05/2005;NOVA UBIRATÃ (MT);Não;Sim;SECRETARIA DE ESTADO DE MEIO AMBIENTE DE MATO GROSSO;1;102.669;102.669;131.795;;102.669;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;115772
456;0000.51.0456;;PARQUE ESTADUAL TUCUMÃ;Estadual;Parque;Category II;MT;2002;2005;Decreto 5.439 de 12/11/2002;Ampliação: Decreto 5.150 de 23/02/2005;COLNIZA (MT);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE DE MATO GROSSO;1;81.020;81.020;66.475;;81.020;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;352057
462;0000.51.0462;;PARQUE ESTADUAL SERRA SANTA BÁRBARA;Estadual;Parque;Category II;MT;1997;1999;Decreto 1.797 de 04/11/1997;Redução: Lei complementar 1.765 de 23/08/1999;PONTES E LACERDA (MT) - PORTO ESPERIDIÃO (MT);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE DE MATO GROSSO;1;120.433;120.433;120.092;;120.433;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;115765
463;0000.51.0463;;RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT;Estadual;Reserva Extrativista;Category VI;MT;1996;2015;Decreto 9.521 de 19/06/1996;Ampliação: Lei complementar 8.680 de 13/07/2007 - Ampliação: Decreto 59 de 13/04/2015;ARIPUANÃ (MT) - COLNIZA (MT) - RONDOLÂNDIA (MT);Não;Sim;SECRETARIA DE ESTADO DE MEIO AMBIENTE DE MATO GROSSO;1;163.360;163.360;57.630;;163.360;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;Programa ARPA;;;Amazônia Meridional;555682446
470;0000.51.0470;;PARQUE ESTADUAL DO XINGU;Estadual;Parque;Category II;MT;2001;2003;Decreto 3585 de 07/12/2001;Redução: Lei complementar 8.054 de 29/12/2003;SANTA CRUZ DO XINGU (MT);Não;Sim;SECRETARIA DE ESTADO DE MEIO AMBIENTE DE MATO GROSSO;1;95.331;95.331;134.463;;95.331;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;352027
1.899;0000.51.1899;;ESTAÇÃO ECOLÓGICA DO RIO ROOSEVELT;Estadual;Estação Ecológica;Category Ia;MT;1997;2007;Decreto 1.798 de 04/11/1997;Redução: Lei complementar 7.162 de 23/08/1999 - Ampliação: Lei complementar 8.680 de 13/07/2007;COLNIZA (MT);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE DE MATO GROSSO;1;97.967;97.967;80.915;;97.967;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;Amazônia Meridional;33712
2.790;0000.51.2790;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LOANDA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MT;2011;2012;Portaria 231 de 19/09/2011;Reconhecimento de RPPN: Portaria 417 de 14/09/2012;NOVA MARINGÁ (MT);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE DE MATO GROSSO;1;515;515;491;;515;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;555576422
3.151;0015.11.3151;;MONUMENTO NATURAL MORRO CHICO MENDES;Municipal;Monumento Natural;Category III;RO;1988;2015;Decreto 1561 de 23/06/1988;Alteração de nome: Decreto 9847 de 16/12/2015;OURO PRETO DO OESTE (RO);Não;Não;PREFEITURA DA ESTÂNCIA TURÍSTICA DE OURO PRETO DO OESTE - RO;1;191;191;222;;191;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;555682163
2.976;0020.14.2976;;AREA DE PROTECAO AMBIENTAL XERIUINI;Municipal;Área de Proteção Ambiental;Category V;RR;1999;2020;Decreto 25 de 08/12/1999;Convalidação: Lei ordinária 1294 de 07/12/2020;CARACARAÍ (RR);Não;Não;PREFEITURA MUNICIPAL DE CARACARAÍ - RR;0;1.671.694;1.671.694;1.671.694;;1.671.694;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;0;0;0;;;;;555682372
4.786;0064.11.4786;;PARQUE NATURAL MUNICIPAL CANINDÉ;Municipal;Parque;Category II;RO;2023;2024;Lei ordinária LEI Nº 2.528, DE 20 DE NOVEMBRO DE 2023 de 20/11/2023;Revisão dos limites: Lei ordinária LEI Nº 2.564, DE 06 DE MARÇO DE 2024 de 06/03/2024;COLORADO DO OESTE (RO);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE, TURISMO E CULTURA DE COLORADO DO OESTE - RO;1;7;7;6;;7;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
4.602;0205.11.4602;;PARQUE NATURAL MUNICIPAL RAIMUNDO PARAGUASSU DE OLIVEIRA;Municipal;Parque;Category II;RO;1989;2019;Decreto 3.816 de 27/12/1989;Alteração de nome: Lei complementar Lei nº 2.623 de 01/08/2019;PORTO VELHO (RO);Sim;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE PORTO VELHO - RO;1;391;391;391;;391;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;555783676
3.801;0515.51.3801;;PARQUE NATURAL MUNICIPAL LAGOA DAS GARÇAS;Municipal;Parque;Category II;MT;1996;2020;Decreto 1657 de 08/08/1996;Ampliação: Decreto 496 de 23/09/2020;JUÍNA (MT);Não;Sim;SECRETARIA DE AGRICULTURA, PECUÁRIA E MEIO AMBIENTE DE JUÍNA - MT;1;39;39;12;;39;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;555715701
3.701;0558.51.3701;;PARQUE NATURAL MUNICIPAL COLONIZADOR JOSE BIANCHINI;Municipal;Parque;Category II;MT;2017;2018;Decreto 061/2017 de 21/11/2017;Retificação: Decreto 039/2018 de 18/06/2018;MARCELÂNDIA (MT);Não;Não;PREFEITURA MUNICIPAL DE MARCELÂNDIA - MT;1;14;14;14;;14;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;555682179
3.616;0805.51.3616;;PARQUE NATURAL MUNICIPAL VALE DO ESPERANÇA;Municipal;Parque;Category II;MT;2017;2018;Decreto 69/2017 de 21/09/2017;Alteração de nome: Decreto 45/2018 de 19/06/2018 - Redução: Lei ordinária 1.396/2018 de 26/07/2018 - Ampliação: Decreto 69/2018 de 05/09/2018;TERRA NOVA DO NORTE (MT);Não;Não;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO DE TERRA NOVA DO NORTE - MT;1;117;117;203;;117;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;555682274
5.011;3536.13.5011;;PARQUE NATURAL MUNICIPAL CACHOEIRA DAS ORQUÍDEAS;Municipal;Parque;Category II;AM;2002;2025;Decreto 099 de 26/04/2002;Regulamentação: Portaria 008/2025 de 17/02/2025 - Regulamentação: Lei orgânica 655 de 30/09/2011;PRESIDENTE FIGUEIREDO (AM);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E SUSTENTABILIDADE DE PRESIDENTE FIGUEIREDO - AM;1;843;843;817;;843;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.016;3536.13.5016;;PARQUE NATURAL MUNICIPAL GALO DA SERRA;Municipal;Parque;Category II;AM;2002;2006;Decreto 100 de 10/05/2002;Revisão dos limites: Decreto 673 de 21/06/2006;PRESIDENTE FIGUEIREDO (AM);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E SUSTENTABILIDADE DE PRESIDENTE FIGUEIREDO - AM;1;28;28;160;;28;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
