ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Código WDPA
5.151;0000.26.5151;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RPPN CONTESTADO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;PE;2008;2008;Portaria 002/2008 de 05/03/2008;Sem informação.;MARAIAL (PE);Não;Não;AGÊNCIA ESTADUAL DO MEIO AMBIENTE DE PERNAMBUCO - PE;1;89;89;87;;0;0;0;89;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.152;0000.26.5152;;RESERVA PARTICULAR DO PATRIMÔNIO RPPN - PEDRA D'ANTAS II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;PE;2021;2021;Portaria 126/2021 de 08/11/2021;Sem informação.;LAGOA DOS GATOS (PE);Não;Não;AGÊNCIA ESTADUAL DO MEIO AMBIENTE DE PERNAMBUCO - PE;1;73;73;73;;0;0;0;73;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.153;0000.26.5153;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO DE SANTA RITA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;PE;2006;2006;Portaria 071/2006 de 27/04/2006;Sem informação.;ÁGUA PRETA (PE);Não;Não;AGÊNCIA ESTADUAL DO MEIO AMBIENTE DE PERNAMBUCO - PE;1;114;114;123;;0;0;0;114;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
1.609;0000.27.1609;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANADÁ;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2007;2007;Portaria 004/2007 de 25/05/2007;Sem informação.;MAR VERMELHO (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;8;8;8;;0;0;0;8;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
1.613;0000.27.1613;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA SORTE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2007;2007;Portaria 015/2007 de 21/11/2007;Sem informação.;MURICI (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;0;41;41;40;;0;0;0;41;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
2.694;0000.27.2694;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA 1;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2009;2009;Portaria 012/2009 de 10/11/2009;Sem informação.;MARAGOGI (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;221;221;220;;0;0;0;221;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
2.696;0000.27.2696;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOSQUE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2009;2009;Portaria 015/2009 de 10/11/2009;Sem informação.;MARAGOGI (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;333;333;334;;0;0;0;333;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
5.078;0000.27.5078;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTRELA DO SUL;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2012;2012;Portaria 09/2012 de 03/12/2012;Sem informação.;COLÔNIA LEOPOLDINA (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;52;52;22;;0;0;0;52;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.079;0000.27.5079;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTO ALEGRE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2012;2012;Portaria 10/2012 de 03/12/2012;Sem informação.;COLÔNIA LEOPOLDINA (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;53;53;53;;0;0;0;53;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.080;0000.27.5080;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAPA MEL;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2012;2012;Portaria 08/2012 de 03/12/2012;Sem informação.;COLÔNIA LEOPOLDINA (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;27;27;28;;0;0;0;27;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.081;0000.27.5081;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA D'ÁGUA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2013;2013;Portaria 19/2013 de 12/12/2013;Sem informação.;MATRIZ DE CAMARAGIBE (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;194;194;194;;0;0;0;194;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.082;0000.27.5082;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TARCIZO TOLEDO CARNAÚBA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;2017;Portaria 20/2017 de 01/06/2017;Sem informação.;SÃO MIGUEL DOS CAMPOS (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;110;110;110;;0;0;0;110;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.083;0000.27.5083;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EUSTÁQUIO TOLEDO NETO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;2017;Portaria 06/2017 de 09/05/2017;Sem informação.;MARECHAL DEODORO (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;636;636;637;;0;0;0;636;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
5.084;0000.27.5084;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BENEDITO COUTINHO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;2017;Portaria 25/20117 de 10/07/2017;Sem informação.;JEQUIÁ DA PRAIA (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;617;617;618;;0;0;0;617;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
5.085;0000.27.5085;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JÚLIA SILVEIRA COUTINHO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;2017;Portaria 22/2017 de 21/06/2017;Sem informação.;JEQUIÁ DA PRAIA (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;364;364;365;;0;0;0;364;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
5.086;0000.27.5086;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANTÔNIO COUTINHO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;2017;Portaria 26/2017 de 11/07/2017;Sem informação.;JEQUIÁ DA PRAIA (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;473;473;473;;0;0;0;473;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
5.087;0000.27.5087;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALFREDO ELIAS DA ROSA OITICICA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;2017;Portaria 42/2017 de 28/12/2017;Sem informação.;RIO LARGO (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;263;263;263;;0;0;0;263;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
5.088;0000.27.5088;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MACACOS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2018;2018;Portaria 23/2018 de 21/06/2018;Sem informação.;PORTO DE PEDRAS (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;64;64;64;;0;0;0;64;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
5.089;0000.27.5089;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SENADOR CARLOS LYRA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2018;2018;Portaria 18/2018 de 21/06/2018;Sem informação.;FLEXEIRAS (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;396;396;396;;0;0;0;396;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.091;0000.27.5091;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DA BARRA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2022;2022;Portaria 144/2022 de 06/12/2022;Sem informação.;BARRA DE SÃO MIGUEL (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;14;14;14;;0;0;0;14;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
4.791;0000.31.4791;;PARQUE ESTADUAL SERRA DA CANDONGA;Estadual;Parque;Category II;MG;1998;1998;Decreto 40170 de 17/12/1998;Sem informação.;GUANHÃES (MG);Sim;Sim;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;3.328;3.328;3.303;;0;0;0;3.328;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
2.343;0000.32.2343;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS DO CAPARAÓ;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2008;2008;Outros 023-R de 17/11/2008;Sem informação.;DIVINO DE SÃO LOURENÇO (ES) - DORES DO RIO PRETO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;1;1;1;;0;0;0;1;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
4.974;0000.32.4974;;PARQUE ESTADUAL PEDRA AZUL;Estadual;Parque;Category II;ES;1991;1991;Lei ordinária 4.503 de 02/01/1991;Sem informação.;DOMINGOS MARTINS (ES) - VARGEM ALTA (ES);Não;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;1.357;1.357;1.240;;0;0;0;1.357;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
503;0000.41.0503;;PARQUE ESTADUAL DE VILA RICA DO ESPÍRITO SANTO;Estadual;Parque;Category II;PR;2011;2011;Decreto 8.592 de 18/11/2011;Sem informação.;FÊNIX (PR);Sim;Não;INSTITUTO AMBIENTAL DO PARANÁ - PR;1;355;355;354;;0;0;0;355;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.110;0000.42.5110;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL COOPER A1;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SC;2025;2025;Portaria 099/2025 de 06/05/2025;Sem informação.;ITAPIRANGA (SC);Não;Não;INSTITUTO DO MEIO AMBIENTE DO ESTADO DE SANTA CATARINA - SC;1;18;18;18;;0;0;0;18;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.111;0000.42.5111;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL ADÉLIO MURAKAMI;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SC;2025;2025;Portaria 051/2025 de 11/03/2025;Sem informação.;CANELINHA (SC);Não;Não;INSTITUTO DO MEIO AMBIENTE DO ESTADO DE SANTA CATARINA - SC;1;3;3;3;;0;0;0;3;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
4.943;1005.29.4943;;REFÚGIO DA VIDA SILVESTRE DA SAPIRANGA;Municipal;Refúgio de Vida Silvestre;Category III;BA;2023;2023;Lei ordinária 933/2023 de 03/10/2023;Sem informação.;MATA DE SÃO JOÃO (BA);Não;Não;PREFEITURA MUNICIPAL DE MATA DE SÃO JOÃO - BA;1;756;756;757;;0;0;0;756;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;Sem informação.
5.113;1157.33.5113;;REFÚGIO DE VIDA SILVESTRE DA BRAÚNA;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2021;2021;Decreto 102/2021 de 22/12/2021;Sem informação.;CARDOSO MOREIRA (RJ);Não;Sim;SECRETARIA DE AGRICULTURA, AMBIENTE E PESCA DE CARDOSO MOREIRA - RJ;1;277;277;277;;0;0;0;277;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.114;1157.33.5114;;REFÚGIO DE VIDA SILVESTRE CÓRREGO PALMITAL;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2022;2022;Decreto 113/2022 de 21/12/2022;Sem informação.;CARDOSO MOREIRA (RJ);Não;Sim;SECRETARIA DE AGRICULTURA, AMBIENTE E PESCA DE CARDOSO MOREIRA - RJ;1;206;206;206;;0;0;0;206;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.115;1157.33.5115;;REFÚGIO DE VIDA SILVESTRE DA GARAPA;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2021;2021;Decreto 103/2021 de 22/12/2021;Sem informação.;CARDOSO MOREIRA (RJ);Não;Sim;SECRETARIA DE AGRICULTURA, AMBIENTE E PESCA DE CARDOSO MOREIRA - RJ;1;91;91;91;;0;0;0;91;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.116;1157.33.5116;;REFÚGIO DE VIDA SILVESTRE DO IPÊ;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2021;2021;Decreto 104/2021 de 22/12/2021;Sem informação.;CARDOSO MOREIRA (RJ);Não;Sim;SECRETARIA DE AGRICULTURA, AMBIENTE E PESCA DE CARDOSO MOREIRA - RJ;1;786;786;786;;0;0;0;786;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.119;1157.33.5119;;REFÚGIO DE VIDA SILVESTRE SERRA DO IMBURI;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2018;2018;Decreto 054/2018 de 06/12/2018;Sem informação.;CARDOSO MOREIRA (RJ);Não;Sim;SECRETARIA DE AGRICULTURA, AMBIENTE E PESCA DE CARDOSO MOREIRA - RJ;1;1.094;1.094;1.094;;0;0;0;1.094;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.120;1157.33.5120;;MONUMENTO NATURAL MUNICIPAL PEDRA SÃO JOAQUIM;Municipal;Monumento Natural;Category III;RJ;2018;2018;Decreto 055/2018 de 06/12/2018;Sem informação.;CARDOSO MOREIRA (RJ);Não;Sim;SECRETARIA DE AGRICULTURA, AMBIENTE E PESCA DE CARDOSO MOREIRA - RJ;1;88;88;88;;0;0;0;88;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.121;1157.33.5121;;REFÚGIO DE VIDA SILVESTRE ORICANA;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2018;2018;Decreto 053/2018 de 06/12/2018;Sem informação.;CARDOSO MOREIRA (RJ);Não;Sim;SECRETARIA DE AGRICULTURA, AMBIENTE E PESCA DE CARDOSO MOREIRA - RJ;1;135;135;137;;0;0;0;135;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.122;1157.33.5122;;REFÚGIO DE VIDA SILVESTRE SERRA DA CACUNDA;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2022;2022;Decreto 115/2022 de 21/12/2022;Sem informação.;CARDOSO MOREIRA (RJ);Não;Sim;SECRETARIA DE AGRICULTURA, AMBIENTE E PESCA DE CARDOSO MOREIRA - RJ;1;584;584;585;;0;0;0;584;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.106;1752.41.5106;;MONUMENTO NATURAL MUNICIPAL DO PASSO DA RESERVA;Municipal;Monumento Natural;Category III;PR;2025;2025;Decreto 110/2025 de 04/04/2025;Sem informação.;RESERVA DO IGUAÇU (PR);Não;Não;PREFEITURA MUNICIPAL DE RESERVA DO IGUAÇU - PR;1;33;33;33;;0;0;0;33;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.109;2403.33.5109;;MONUMENTO NATURAL DO PICO DO FRADE;Municipal;Monumento Natural;Category III;RJ;2021;2021;Lei ordinária 4747 de 30/06/2021;Sem informação.;MACAÉ (RJ);Não;Sim;SECRETARIA MUNICIPAL DE AMBIENTE, SUSTENTABILIDADE E CLIMA DE MACAÉ - RJ;1;2.802;2.802;2.807;;0;0;0;2.802;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;Sem informação.
5.068;3401.33.5068;;REFÚGIO DE VIDA SILVESTRE AMPARO;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2024;2024;Decreto 3040 de 08/08/2024;Sem informação.;NOVA FRIBURGO (RJ);Não;Não;PREFEITURA MUNICIPAL DE NOVA FRIBURGO - RJ;1;1.034;1.034;1.035;;0;0;0;1.034;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.071;3609.33.5071;;REFÚGIO DE VIDA SILVESTRE SERRA DE SAUDOSO - SÃO JOSÉ;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2025;2025;Decreto 5977/2025 de 02/04/2025;Sem informação.;PARACAMBI (RJ);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DE PARACAMBI - RJ;1;6.094;6.094;6.094;;0;0;0;6.094;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
4.742;5406.33.4742;;ÁREA DE PROTEÇÃO AMBIENTAL DE NOSSA SENHORA DE SANTANA;Municipal;Área de Proteção Ambiental;Category V;RJ;2024;2024;Decreto 4980 de 22/10/2024;Sem informação.;SAPUCAIA (RJ);Sim;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DE SAPUCAIA - RJ;1;2.771;2.771;2.773;;0;0;0;2.771;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.097;5406.33.5097;;ÁREA DE PROTEÇÃO AMBIENTAL DE NOSSA SENHORA APARECIDA;Municipal;Área de Proteção Ambiental;Category V;RJ;2024;2024;Decreto 4989/2024 de 22/10/2024;Sem informação.;SAPUCAIA (RJ);Sim;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DE SAPUCAIA - RJ;1;5.774;5.774;5.864;;0;0;0;5.774;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;Sem informação.
5.137;6101.31.5137;;MONUMENTO NATURAL MUNICIPAL COREDEIRAS E PIRACEMAS DO RIO PRETO MINEIRO;Municipal;Monumento Natural;Category III;MG;2022;2022;Decreto 2.644 de 13/12/2022;Sem informação.;BELMIRO BRAGA (MG);Não;Não;PREFEITURA MUNICIPAL DE BELMIRO BRAGA - MG;1;285;285;285;;0;0;0;285;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.129;6206.42.5129;;"UNIDADE DE CONSERVAÇÃO DE PROTEÇÃO INTEGRAL ""PARQUE NATURAL MUNICIPAL SUMIDOURO.";Municipal;Parque;Category II;SC;2025;2025;Decreto 4.992 de 29 de Abril de 2025. de 29/04/2025;Sem informação.;SÃO FRANCISCO DO SUL (SC);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE SÃO FRANCISCO DO SUL - SC;1;210;210;210;;0;0;0;210;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;Sem informação.
5.138;7305.41.5138;;MONUMENTO NATURAL PEDRA BRANCA;Municipal;Monumento Natural;Category III;PR;2024;2024;Decreto 992/2024 de 07/03/2024;Sem informação.;ORTIGUEIRA (PR);Não;Não;PREFEITURA MUNICIPAL DE ORTIGUEIRA - PR;1;178;178;176;;0;0;0;178;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.145;7305.41.5145;;PARQUE MUNICIPAL VEU DA NOIVA;Municipal;Parque;Category II;PR;2024;2024;Decreto 992/2024 de 07/03/2024;Sem informação.;ORTIGUEIRA (PR);Não;Não;PREFEITURA MUNICIPAL DE ORTIGUEIRA - PR;1;24;24;23;;0;0;0;24;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.099;8203.41.5099;;ESTAÇÃO ECOLÓGICA MUNICIPAL ALÍDIO MORETTI;Municipal;Estação Ecológica;Category Ia;PR;2021;2021;Decreto Decreto 226/2021 de 26/04/2021;Sem informação.;UNIÃO DA VITÓRIA (PR);Não;Não;PREFEITURA MUNICIPAL DE UNIÃO DA VITÓRIA - PR;1;400;400;399;;0;0;0;400;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.100;8203.41.5100;;PARQUE MUNICIPAL ERNESTO BERTASO NETO;Municipal;Parque;Category II;PR;2023;2023;Decreto 374/2023 de 06/09/2023;Sem informação.;UNIÃO DA VITÓRIA (PR);Não;Não;PREFEITURA MUNICIPAL DE UNIÃO DA VITÓRIA - PR;1;304;304;304;;0;0;0;304;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.127;8203.41.5127;;RESERVA BIOLÓGICA MUNICIPAL EDUARDO SONNENSTRAHL;Municipal;Reserva Biológica;Category Ia;PR;2021;2021;Decreto 228/2021 de 26/04/2021;Sem informação.;UNIÃO DA VITÓRIA (PR);Não;Sim;PREFEITURA MUNICIPAL DE UNIÃO DA VITÓRIA - PR;1;364;364;364;;0;0;0;364;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;Sem informação.
5.105;8450.42.5105;;RESERVA BIOLÓGICA (REBIO) MATA DOS GUANANDIS - SIMFLOR II;Municipal;Reserva Biológica;Category Ia;SC;2025;2025;Decreto DECRETO EXECUTIVO Nº 7.391/2025 de 23/05/2025;Sem informação.;ITAPOÁ (SC);Não;Não;SECRETARIA DE MEIO AMBIENTE DE ITAPOÁ - SC;1;28;28;28;;0;0;0;28;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;Sem informação.
4.947;0000.24.4947;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHÁCARA DO MADEIRO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RN;2024;2024;Decreto DECRETO Nº 33.662, DE 05 DE JUNHO DE 2024 de 05/06/2024;Sem informação.;TIBAU DO SUL (RN);Não;Não;INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE DO RIO GRANDE DO NORTE - RN;1;13;13;13;;0;0;0;13;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;Sem informação.
902;0000.25.0902;;ÁREA DE PROTEÇÃO AMBIENTAL DO CARIRI;Estadual;Área de Proteção Ambiental;Category V;PB;2004;2004;Decreto 25083 de 08/06/2004;Sem informação.;BOA VISTA (PB) - CABACEIRAS (PB) - SÃO JOÃO DO CARIRI (PB);Não;Não;SECRETARIA DE ESTADO DO MEIO AMBIENTE E SUSTENTABILIDADE DA PARAÍBA - PB;0;18.560;18.560;18.560;;0;0;0;18.560;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682386
2.330;0000.25.2330;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE GOIAMUNDUBA;Estadual;Área de Relevante Interesse Ecológico;Category IV;PB;2002;2002;Decreto 23833 de 27/12/2002;Sem informação.;BANANEIRAS (PB);Não;Não;SECRETARIA DE ESTADO DO MEIO AMBIENTE E SUSTENTABILIDADE DA PARAÍBA - PB;0;68;68;68;;0;0;0;68;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682405
3.307;0000.26.3307;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RPPN-PEDRA D'ÁNTAS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;PE;2011;2011;Portaria 021/2011 de 10/06/2011;Sem informação.;LAGOA DOS GATOS (PE);Sim;Não;AGÊNCIA ESTADUAL DO MEIO AMBIENTE DE PERNAMBUCO - PE;1;328;328;325;;0;0;0;328;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555759194
3.309;0000.26.3309;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RPPN DO BENENDITO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;PE;2014;2014;Portaria 115/2014 de 23/05/2014;Sem informação.;GRAVATÁ (PE);Não;Não;AGÊNCIA ESTADUAL DO MEIO AMBIENTE DE PERNAMBUCO - PE;1;19;19;19;;0;0;0;19;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555759193
3.331;0000.26.3331;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAJE BONITA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;PE;2006;2006;Portaria Portaria Conjunta CPRH/SECTMA N° 002/2006 de 28/03/2006;Sem informação.;QUIPAPÁ (PE);Não;Não;AGÊNCIA ESTADUAL DO MEIO AMBIENTE DE PERNAMBUCO - PE;0;12;12;12;;0;0;0;12;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555759146
3.744;0000.26.3744;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRAPICHE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;PE;2018;2018;Portaria 018/2018 de 16/02/2018;Sem informação.;SIRINHAÉM (PE);Não;Não;AGÊNCIA ESTADUAL DO MEIO AMBIENTE DE PERNAMBUCO - PE;1;768;768;768;;0;0;0;768;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555759222
